Bios Serial Number	User	Name	Os Name	Asset Notes	Last Inventory	Cs Manufacturer	Cs Model	Last User	Warranty Start	Warranty End	Assigned To	Function	Floor	Room
MJ03BGQT	zxq111	QST-WD-0122	Microsoft Windows 7 Enterprise x64	402A	10/1/2016 18:16	LENOVO	10AAS48H00	AD\zxq111	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGQX	ringstad	QST-WD-0126	Microsoft Windows 7 Enterprise x64	402A	10/1/2016 18:58	LENOVO	10AAS48H00	AD\hanggao	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGRW	joonsoo	QST-WD-0124	Microsoft Windows 7 Enterprise x64	402A	10/1/2016 19:57	LENOVO	10AAS48H00	AD\jpacosta	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGR6	qfwu	QST-WD-0123	Microsoft Windows 7 Enterprise x64	402A	10/1/2016 18:55	LENOVO	10AAS48H00	AD\vahan	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGS3	chentho	QST-WD-0125	Microsoft Windows 7 Enterprise x64	402A	9/30/2016 10:59	LENOVO	10AAS48H00	AD\chentho	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ02YR1Y	questromuser	QST-WD-0132	Microsoft Windows 10 Enterprise x64	326	10/1/2016 19:05	LENOVO	10AAS4GE00	AD\questromuser	9/3/2015 0:00	9/2/2019 0:00	gdefronz	Classroom		326
LR04QE08	qstcloud	QST-WL-0070	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:05	LENOVO	20DAS0QK00	AD\qstcloud	1/27/2016 0:00	3/12/2019 0:00	cbarrett	Loaner		340E
LR04QDZZ	qstcloud	QST-WL-0074	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:14	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04Q331	qstcloud	QST-WL-0072	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:10	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE04	qstcloud	QST-WL-0075	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:04	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZW	qstcloud	QST-WL-0073	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:08	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZS	qstcloud	QST-WL-0071	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:07	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZV	qstcloud	QST-WL-0078	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:07	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZY	qstcloud	QST-WL-0079	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:12	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZU	qstcloud	QST-WL-0076	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:14	LENOVO	20DAS0QK00	AD\qstcloud	1/26/2016 0:00	3/11/2019 0:00	gdefronz	Loaner		340E
LR04QDZT	qstcloud	QST-WL-0077	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:06	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE06	qstcloud	QST-WL-0080	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:04	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE03	qstcloud	QST-WL-0082	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:05	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE01	qstcloud	QST-WL-0081	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:11	LENOVO	20DAS0QK00	AD\qstcloud	1/26/2016 0:00	3/11/2019 0:00	gdefronz	Loaner		340E
LR04QE02	qstcloud	QST-WL-0085	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:06	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZX	qstcloud	QST-WL-0084	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:09	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE00	qstcloud	QST-WL-0087	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 12:15	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04Q330	qstcloud	QST-WL-0086	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 10:33	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE07	qstcloud	QST-WL-0083	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:12	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE05	qstcloud	QST-WL-0088	Microsoft Windows 10 Enterprise x64	340E	9/24/2016 15:48	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZR	qstcloud	QST-WL-0089	Microsoft Windows 10 Enterprise x64	340E	9/29/2016 15:19	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR035QYT	qstcloud	QST-WL-0043	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:24	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		340E
LR035QYM	qstcloud	QST-WL-0026	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:06	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340E
LR03JSBX	qstcloud	QST-WL-0022	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:05	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	cbarrett	Loaner		340E
LR7A5WG	msforza	SMG326LT-37	Microsoft Windows 7 Professional x64		5/18/2016 17:17	LENOVO	05962RU	AD\msforza	11/30/2011 0:00	11/29/2012 0:00				
LR035QYE	qstcloud	QST-WL-0035	Microsoft Windows 10 Enterprise x64	340E	6/8/2016 7:39	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340E
MJ03SF57	istds-admin	QST-WD-0180	Microsoft Windows 10 Enterprise x64		5/6/2016 13:12	LENOVO	10FLS0E400	.\istds-admin	4/5/2016 0:00	4/4/2020 0:00	gdefronz	Shared		
C02RQNC2FVH5	durkovic	QST-ML-0228	Mac OS X 10.11.6 (x86_64)	704 Comm Ave	9/26/2016 14:04	"Apple, Inc."	"MacBookPro12,1"		5/25/2016 0:00	5/24/2019 0:00	durkovic	Secondary		704 Comm Ave
MJ03ZTDB	durkovic	QST-WD-0350	Microsoft Windows 7 Enterprise x64	704 Comm Ave	10/1/2016 18:05	LENOVO	10FCS05H00	AD\durkovic	5/31/2016 0:00	5/30/2020 0:00	durkovic	Primary		704 Comm Ave
C02MT2HWF8J4	mlynd	QST-MD-0001	Mac OS X 10.11.6 (x86_64)	427A	10/1/2016 19:11	"Apple, Inc."	"iMac14,2"		7/21/2014 0:00	7/20/2017 0:00	gdefronz	Computer Lab		427A
C02MT3UEF8J4	jgo	QST-MD-0003	Mac OS X 10.11.6 (x86_64)	427	10/1/2016 4:53	"Apple, Inc."	"iMac14,2"		7/21/2014 0:00	7/20/2017 0:00	gdefronz	Computer Lab		427
MJ04BJ3Z	DSAccount	QST-BSR-WD-0017	Microsoft Windows 10 Enterprise x64	143 Bay  State Road - Basement	9/12/2016 17:58	LENOVO	10FLS0E400	.\DSAccount	8/18/2016 0:00	8/17/2020 0:00	gdefronz	Computer Lab		143 Bay  State Road - Basement
MJPBXND	asadoo	SMG523-1	Microsoft Windows 7 Enterprise x64	523	10/1/2016 18:11	LENOVO	4524AY5	AD\asadoo	7/5/2012 0:00	6/25/2016 0:00	asadoo	Primary		523
MJWZXD8	istds-admin	DESKTOP-FH4EGOF	Microsoft Windows 10 Enterprise x64		9/30/2015 16:01	LENOVO	4524A61	.\QST-WD-TEST	6/16/2011 0:00	6/15/2015 0:00	msmith22	Primary		
MJ49E1N	yesun	QST-WD-0326	Microsoft Windows 7 Enterprise x64	518D	10/1/2016 18:24	LENOVO	3212BJ7	AD\yesun	8/3/2013 0:00	7/23/2017 0:00	yesun	Primary		518D
MJ49E1R	mhagigi	SMG520B-1	Microsoft Windows 7 Enterprise x64		8/24/2016 9:23	LENOVO	3212BJ7	AD\mhagigi	8/3/2013 0:00	7/23/2017 0:00	mhagigi	Secondary		
C02MDAJVFD56	albuquea	QST-ML-0229	Mac OS X 10.9.5 (x86_64)		10/1/2016 10:06	"Apple, Inc."	"MacBookPro11,2"		3/18/2014 0:00	3/17/2017 0:00	albuquea	Primary		
29103642353	mpackard	QST-WL-0268	Microsoft Windows 10 Enterprise x64	518F	10/1/2016 19:41	Microsoft Corporation	Surface Pro 3	AD\mpackard	9/18/2014 0:00	9/17/2015 0:00	mpackard	Primary		518F
MJ015GPT	fbrochet	QST-WD-0228	Microsoft Windows 7 Professional x64	528	9/30/2016 13:36	LENOVO	10A6S07J00	AD\fbrochet	7/10/2014 0:00	7/9/2018 0:00	fbrochet	Primary		528
MJ01B596	jhelvy	QST-WD-0314	Microsoft Windows 7 Enterprise x64	515A	10/1/2016 19:44	LENOVO	10A6S07J00	AD\ali1	8/14/2014 0:00	8/13/2018 0:00	ekeating	Primary		515A
R9PD3AC	kmenon	SMG518HLT	Microsoft Windows 7 Enterprise x64		9/2/2016 15:59	LENOVO	4174GD4	AD\kmenon	6/11/2012 0:00	6/10/2016 0:00	kmenon	Secondary		
MJ02F57L	williams	QST-WD-0202	Microsoft Windows 7 Enterprise x64	572	10/1/2016 15:24	LENOVO	10A6S1J000	AD\williams	4/30/2015 0:00	4/29/2019 0:00	williams	Primary		572
C02PP952FVH7	kirby	QST-ML-0204	Mac OS X 10.11.6 (x86_64)	526	10/1/2016 12:56	"Apple, Inc."	"MacBookPro12,1"		5/23/2015 0:00	5/22/2018 0:00	kirby	Primary		526
MJ02PFUJ	msmith22	QST-WD-0225	Microsoft Windows 7 Enterprise x64	538	10/1/2016 19:35	LENOVO	10A6S25900	AD\msmith22	6/25/2015 0:00	6/24/2019 0:00	msmith22	Primary		538
MJ02SBYK	jdanders	QST-WD-0303	Microsoft Windows 7 Enterprise x64	518E	9/30/2016 15:59	LENOVO	10A6S2AQ00	AD\jdanders	7/18/2015 0:00	8/31/2018 0:00	jdanders	Primary		518E
13868254953	drgriswold_vantagepo	VPF-DAVID-LT	Microsoft Windows 10 Pro x64	529	10/1/2016 18:13	Microsoft Corporation	Surface Pro 4	CFNMAIL\drgriswold_vantagepo	3/9/2016 0:00	3/7/2020 0:00	griswodr	Secondary		529
G5YKH72	yesun	QST-WL-0210	Microsoft Windows 10 Enterprise x64	518D	10/1/2016 17:59	Dell Inc.	XPS 15 9550	AD\yesun	1/19/2016 0:00	1/22/2024 0:00	yesun	Secondary		518D
MJ03KZFU	lynnli	QST-WD-0335	Microsoft Windows 10 Enterprise x64	522G	10/1/2016 19:57	LENOVO	10FCS0CK00	AD\lynnli	2/12/2016 0:00	2/11/2020 0:00	lynnli	Primary		522G
C02R91CFGG7N	EKS	QST-MD-0115	Mac OS X 10.11.6 (x86_64)	522G	10/1/2016 16:49	"Apple, Inc."	"iMac17,1"		4/4/2016 0:00	4/3/2019 0:00	lynnli	Secondary		522G
MJ048G2Q	mhagigi	QST-WD-0380	Microsoft Windows 10 Enterprise x64	520B	9/30/2016 16:29	LENOVO	10FCS1DU00	AD\mhagigi	7/27/2016 0:00	7/26/2020 0:00	mhagigi	Primary		520B
MJ762AC	amendez	QST-WD-0375	Microsoft Windows 10 Enterprise x64	504D	9/30/2016 15:47	LENOVO	36901K3	AD\amendez	5/26/2013 0:00	5/15/2017 0:00	amendez	Primary		504D
MJBBTPR	kfrid	QST-WD-0301	Microsoft Windows 7 Professional x64	416 F	10/1/2016 19:56	LENOVO	4524A61	AD\kfrid	8/25/2011 0:00	8/24/2015 0:00	msforza	Shared		416 F
MJ00ERMT	msforza	QST-WD-0297	Microsoft Windows 7 Professional x64	416F	10/1/2016 19:58	LENOVO	10A6A03RUS	AD\msforza	3/4/2014 0:00	3/3/2018 0:00	msforza	Primary		416F
MJ01CY7F	mpaeglow	QST-WD-0210	Microsoft Windows 7 Enterprise x64	504F	4/8/2016 1:44	LENOVO	30AJS03U00	AD\mpaeglow	9/7/2014 0:00	9/7/2017 0:00	mpaeglow	Primary		504F
R90KUS8R	msforza	QST-WL-0299	Microsoft Windows 10 Enterprise x64	416F	7/8/2016 17:55	LENOVO	20FCS0VF00	AD\msforza	6/20/2016 0:00	6/19/2020 0:00	msforza	Secondary		416F
MJ45F6E	shaked	SMG518G	Microsoft Windows 7 Enterprise x64	518G	6/3/2016 17:14	LENOVO	3212BJ7	AD\shaked	8/1/2013 0:00	7/21/2017 0:00	shaked	Primary		518G
R9F42KB	griswodr	SMG529LT	Microsoft Windows 7 Professional x64	529	9/29/2016 7:42	LENOVO	4243C13	AD\griswodr	7/29/2011 0:00	7/28/2015 0:00	griswodr	Primary		529
2UA027123R	alyasoff	SMG554	Microsoft Windows 7 Professional x64	554	10/1/2016 19:09	Hewlett-Packard	HP Z800 Workstation	AD\alyasoff	7/12/2010 0:00	7/11/2013 0:00	alyasoff	Primary		554
MJ49E1K	ali1	SMG522K-1	Microsoft Windows 7 Enterprise x64	522K	8/23/2016 12:19	LENOVO	3212BJ7	AD\ali1	8/3/2013 0:00	7/23/2017 0:00	tchad	Secondary		522K
FMD0JL1	detemple	SMG546A-1	Microsoft Windows 7 Enterprise x64	546A	10/1/2016 19:38	Dell Inc.	Precision WorkStation T7500	SMG546A-1\istds-admin	12/1/2010 0:00	12/1/2014 0:00	detemple	Primary		546A
MJ762AL	yerkin	QST-WD-0259	Microsoft Windows 7 Enterprise x64	589	10/1/2016 18:10	LENOVO	36901K3	AD\yerkin	5/26/2013 0:00	5/15/2017 0:00	yerkin	Primary		589
MJYWGX3	donsmith	SMG522F	Microsoft Windows 7 Professional x64	522F	8/27/2015 9:38	LENOVO	4524A61	AD\donsmith	7/2/2011 0:00	7/1/2015 0:00	donsmith	Primary		522F
R9Y3Y5V	nalink	QST-WL-0256	Microsoft Windows 7 Enterprise x64	536	5/31/2016 14:23	LENOVO	2355BE3	AD\nalink	8/8/2013 0:00	8/7/2017 0:00	nalink	Primary		536
D25LJ0NTF8JC	dhackbar	SMG564MAC-2	Mac OS X 10.9.5 (x86)	564	5/11/2016 14:28	Apple/Intel	"iMac14,2"		10/21/2013 0:00	10/20/2016 0:00	dhackbar	Secondary		564
C02LM08UFD58	dhackbar	SMG564MACLT-1	Mac OS X 10.11.6 (x86_64)	564	10/1/2016 18:58	"Apple, Inc."	"MacBookPro11,2"		11/5/2013 0:00	11/4/2016 0:00	dhackbar	Secondary		564
PF00ABQC	rindisbm	SMG520CLT-1	Microsoft Windows 7 Professional x64	520C	9/29/2016 20:45	LENOVO	20AMA0DSUS	AD\rindisbm	12/29/2013 0:00	12/18/2017 0:00	rindisbm	Secondary		520C
C02K72VADNMP	buffa	SMG532MAC-1	Mac macOS 10.12 (x86_64)	532	9/28/2016 17:26	"Apple, Inc."	"iMac13,2"		2/25/2013 0:00	2/24/2016 0:00	buffa	Primary		532
MJ00ERMU	kosher	SMG522J	Microsoft Windows 7 Professional x64	522J	9/16/2016 10:51	LENOVO	10A6A03RUS	AD\kosher	3/4/2014 0:00	3/3/2018 0:00	kosher	Secondary		522J
MJ0180S1	rindisbm	SMG520C	Microsoft Windows 7 Enterprise x64	520C	10/1/2016 18:24	LENOVO	10A6S19F00	AD\rindisbm	8/3/2014 0:00	8/3/2017 0:00	rindisbm	Primary		520C
D25N606TF8JC	yunjeen	QST-MD-0104	Mac OS X 10.11.6 (x86_64)	548A	10/1/2016 19:47	"Apple, Inc."	"iMac14,2"		8/6/2014 0:00	8/5/2017 0:00	yunjeen	Primary		548A
MP05MJ6V	nalink	QST-WD-0364	Microsoft Windows 10 Enterprise x64	536	9/29/2016 17:40	LENOVO	F0AM	AD\nalink	10/28/2014 0:00	10/27/2017 0:00	nalink	Secondary		536
C02GJ3X6DRJL	lyandres	SMG546GMACLT-1	Mac OS X 10.9.5 (x86_64)	546G	12/20/2014 3:57	Apple/Intel	"MacBookPro8,2"		10/10/2011 0:00	10/9/2014 0:00	lyandres	Primary		546G
4MLVWW1	detemple	QST-WL-0257	Microsoft Windows 10 Enterprise x64	546A	10/1/2016 14:34	Dell Inc.	XPS L421X	AD\detemple	2/17/2013 0:00	2/17/2016 0:00	detemple	Secondary		546A
MJ01DGDD	jhdevoy	QST-WD-0223	Microsoft Windows 7 Enterprise x64	541	5/20/2016 10:59	LENOVO	10A6S07J00	QST-WD-0223\istds-admin	8/30/2014 0:00	8/29/2018 0:00	jhdevoy	Primary		541
MJ01DGDF	jimwelch	SMG522C	Microsoft Windows 7 Enterprise x64		9/28/2016 16:25	LENOVO	10A6S07J00	AD\jimwelch	8/30/2014 0:00	8/29/2018 0:00	engwu	Primary		
MJ02KF2P	robertsm	QST-WD-0217	Microsoft Windows 7 Enterprise x64	527	10/1/2016 19:19	LENOVO	10A6S25900	AD\robertsm	6/4/2015 0:00	6/3/2019 0:00	robertsm	Primary		527
C02PTFNWFVH5	amichel	QST-ML-0213	Mac OS X 10.11.6 (x86_64)	522D	10/1/2016 18:31	"Apple, Inc."	"MacBookPro12,1"		7/1/2015 0:00	6/30/2018 0:00	amichel	Primary		522D
R90G8BKT	kgriner	QST-WL-0234	Microsoft Windows 7 Enterprise x64	548C	10/1/2016 18:56	LENOVO	20BTS2BL00	AD\kgriner	6/13/2015 0:00	6/12/2019 0:00	kgriner	Primary		548C
C02Q30HVF8J4	donsmith	QST-MD-0110	Mac OS X 10.11.6 (x86_64)	522 F	9/29/2016 21:13	"Apple, Inc."	"iMac14,2"		7/24/2015 0:00	7/23/2018 0:00	donsmith	Primary		522 F
C02L2752FFT0	gas	Gustavos MacBook Pro	Mac OS X 10.11.6 (x86_64)	546B	10/1/2016 17:31	"Apple, Inc."	"MacBookPro10,1"		7/20/2013 0:00	7/19/2016 0:00	gas	Primary		546B
MJ03VK6G	bpalazzo	QST-WD-0339	Microsoft Windows 10 Enterprise x64	522H	10/1/2016 18:13	LENOVO	30A4S0W500	AD\bpalazzo	4/30/2016 0:00	4/29/2020 0:00	bpalazzo	Primary		522H
C02QMFEBGG7J	gsabin	QST-MD-0121	Mac OS X 10.11.6 (x86_64)	541	9/29/2016 15:38	"Apple, Inc."	"iMac17,1"		5/12/2016 0:00	5/12/2019 0:00	gsabin	Primary		541
R90KLT8G	nalink	QST-WL-0270	Microsoft Windows 10 Enterprise x64	536	9/30/2016 10:57	LENOVO	20FCS1Y900	AD\nalink	5/21/2016 0:00	7/4/2019 0:00	nalink	Primary		536
R90KTPQT	dspieler	QST-WL-0290	Microsoft Windows 10 Enterprise x64	539	10/1/2016 19:33	LENOVO	20FCS0VF00	AD\dspieler	6/14/2016 0:00	6/13/2020 0:00	dspieler	Primary		539
6C0LJB2	detemple	QST-WD-0352	Microsoft Windows 10 Enterprise x64	546A	10/1/2016 19:48	Dell Inc.	Precision Tower 3620	AD\detemple	6/17/2016 0:00	6/20/2024 0:00	detemple	Secondary		546A
PC0D6R7L	scottrob	QST-WL-0312	Microsoft Windows 10 Enterprise x64	658A	10/1/2016 13:52	LENOVO	20FMS1PD00	AD\scottrob	6/11/2016 0:00	6/10/2020 0:00	scottrob	Secondary		658A
MJ042DH9	scottrob	QST-WD-0262	Microsoft Windows 10 Enterprise x64	548A	10/1/2016 19:06	LENOVO	10FXS05400	AD\scottrob	6/14/2016 0:00	6/13/2020 0:00	scottrob	Primary		548A
MJ0479WK	kosher	QST-WD-0370	Microsoft Windows 10 Enterprise x64	522J	9/29/2016 15:53	LENOVO	10FCS05H00	AD\kosher	7/27/2016 0:00	7/26/2020 0:00	kosher	Primary		522J
MJ0479KR	tchad	QST-WD-0371	Microsoft Windows 10 Enterprise x64	522K	10/1/2016 18:16	LENOVO	10FCS05H00	AD\tchad	7/27/2016 0:00	7/26/2020 0:00	tchad	Primary		522K
D25S60VJGQ17	dhackbar	QST-MD-0137	Mac OS X 10.11.6 (x86_64)	564	9/29/2016 10:12	"Apple, Inc."	"iMac17,1"		8/18/2016 0:00	8/17/2019 0:00	dhackbar	Primary		564
R90LFURX	lwhite81	QST-WL-0244	Microsoft Windows 10 Enterprise x64		10/1/2016 14:19	LENOVO	20FCS38G00	AD\lwhite81	11/30/-001 00:00:00	11/30/-001 00:00:00	lwhite81	Primary		
MJRALFR	jccs	SMG615C-1	Microsoft Windows 7 Professional x64	615 C	10/1/2016 18:43	LENOVO	4223AF5	AD\jccs	7/28/2012 0:00	8/6/2015 0:00	jccs	Primary		615 C
C02M64CLFH05	dell	SMG651MACLT-1	Mac OS X 10.9.5 (x86_64)	651	7/11/2016 17:32	"Apple, Inc."	"MacBookPro11,1"		2/19/2014 0:00	2/18/2017 0:00	dell	Primary		651
2UA8500SY4	jwallen	SMG631-1	Microsoft Windows 7 Enterprise x64		10/1/2016 18:03	Hewlett-Packard	HP xw4600 Workstation	AD\jwallen	12/12/2008 0:00	1/5/2014 0:00	jwallen	Secondary		
C02MJ4SVFH00	carlile	SMG635MACLT-1	Mac OS X 10.11.6 (x86_64)	635	10/1/2016 19:34	"Apple, Inc."	"MacBookPro11,1"		4/10/2014 0:00	4/9/2017 0:00	carlile	Primary		635
36816433953	jwallen	QST-WL-0306	Microsoft Windows 10 Enterprise x64		9/6/2016 16:40	Microsoft Corporation	Surface Pro 2	.\Administrator	1/19/2014 0:00	1/18/2015 0:00	jwallen	Secondary		
C02J71MYDKQ5	Guest	SMG641AMACLT	Mac OS X 10.11.1 (x86_64)	641A	11/28/2015 22:18	"Apple, Inc."	"MacBookPro10,1"		8/17/2012 0:00	8/16/2015 0:00	venkat	Secondary		641A
PC03PTTX	swatts	SMG645LT-1	Microsoft Windows 7 Enterprise x64	645	9/26/2016 15:08	LENOVO	20ARS0DM00	AD\swatts	3/2/2015 0:00	3/1/2019 0:00	swatts	Secondary		645
R90GHPUW	jwallen	QST-WL-0215	Microsoft Windows 7 Enterprise x64	631	10/1/2016 18:49	LENOVO	20BFS4KY00	AD\jwallen	7/10/2015 0:00	7/9/2019 0:00	jwallen	Primary		631
R90GV8ZG	lveidenh	QST-WL-0237	Microsoft Windows 7 Enterprise x64	670	9/30/2016 11:55	LENOVO	20BFS4EA00	AD\lveidenh	8/12/2015 0:00	8/11/2019 0:00	halford	Primary		670
R90GX54V	jccs	QST-WL-0239	Microsoft Windows 7 Enterprise x64	615C	9/29/2016 11:01	LENOVO	20BTS2BL00	AD\jccs	8/19/2015 0:00	8/18/2019 0:00	jccs	Secondary		615C
R90KLT8F	blubin	QST-WL-0271	Microsoft Windows 10 Enterprise x64	621A	9/30/2016 12:48	LENOVO	20FCS1YA00	AD\blubin	5/22/2016 0:00	5/21/2020 0:00	blubin	Primary		621A
C02JM7CVDV33	carlile	QST-ML-0231	Mac OS X 10.11.6 (x86_64)	635	10/1/2016 19:10	"Apple, Inc."	"MacBookPro9,1"		11/3/2012 0:00	11/2/2015 0:00	carlile	Secondary		635
MJ046VT9	swatts	QST-WD-0368	Microsoft Windows 10 Enterprise x64	645	10/1/2016 18:17	LENOVO	10FCS05H00	AD\swatts	7/20/2016 0:00	7/19/2020 0:00	swatts	Primary		645
MJ45F5Z	patk	QST-WD-0203	Microsoft Windows 7 Enterprise x64	661	10/1/2016 18:45	LENOVO	3212BJ7	AD\patk	8/1/2013 0:00	7/21/2017 0:00	patk	Primary		661
MJ53Z3T	monic	SMG671-1	Microsoft Windows 7 Enterprise x64	671	4/19/2016 1:36	LENOVO	3212BJ7	AD\monic	8/4/2013 0:00	7/24/2017 0:00	monic	Primary		671
2UA838183K	utter	QST-WD-0367	Microsoft Windows 7 Professional	627	10/1/2016 18:22	Hewlett-Packard	HP xw4600 Workstation	AD\ali1	9/21/2008 0:00	9/27/2013 0:00	utter	Secondary		627
MJ004NV5	bickart	SMG669-1	Microsoft Windows 7 Professional x64		8/15/2016 7:29	LENOVO	30A2A038US	AD\bickart	12/29/2013 0:00	12/18/2017 0:00	bickart	Primary		
MJ00ERMY	brunel	QST-WD-0308	Microsoft Windows 7 Professional x64	659	10/1/2016 18:43	LENOVO	10A6A03RUS	AD\brunel	3/4/2014 0:00	3/3/2018 0:00	brunel	Primary		659
MJ0023TV	monic	SMG671-2	Microsoft Windows 7 Professional x64	671	10/1/2016 16:28	LENOVO	10A6CTO1WW	AD\monic	11/30/-001 00:00:00	11/30/-001 00:00:00	monic	Secondary		671
C02MV88XF6T6	morewedg	SMG614MACLT-1	Mac OS X 10.9.5 (x86_64)	614	9/27/2016 14:57	"Apple, Inc."	"MacBookAir6,2"		6/16/2014 0:00	6/15/2017 0:00	morewedg	Primary		614
MJ01B597	monic	QST-WD-0325	Microsoft Windows 7 Enterprise x64	671	10/1/2016 19:37	LENOVO	10A6S07J00	AD\monic	8/14/2014 0:00	8/13/2018 0:00	monic	Primary		671
18275543853	rtrudel	SMG658BLT	Microsoft Windows 8.1 Pro x64		10/1/2016 17:38	Microsoft Corporation	Surface Pro 3	AD\rtrudel	12/24/2014 0:00	12/23/2015 0:00	rtrudel	Secondary		
C1MPT0AUG944	hambrick	QST-ML-0208	Mac OS X 10.10.5 (x86_64)	666	10/1/2016 15:21	"Apple, Inc."	"MacBookAir7,2"		6/3/2015 0:00	6/2/2018 0:00	hambrick	Primary		666
C02PV2YZF8J4	earlride	QST-MD-0102	Mac macOS 10.12 (x86_64)	546E	10/1/2016 19:53	"Apple, Inc."	"iMac14,2"		6/23/2015 0:00	6/22/2018 0:00	earlride	Primary		546E
R90G3E1K	ssrini	QST-WL-0212	Microsoft Windows 7 Enterprise x64	658C	10/1/2016 18:19	LENOVO	20BTS2BL00	AD\ssrini	5/31/2015 0:00	5/30/2019 0:00	ssrini	Secondary		658C
C1MQ31RXG944	sjgrant	QST-ML-0216	Mac OS X 10.11.6 (x86_64)	617A	10/1/2016 16:14	"Apple, Inc."	"MacBookAir7,2"		7/15/2015 0:00	7/14/2018 0:00	sjgrant	Primary		617A
R90GT9RZ	menezes	QST-WL-0236	Microsoft Windows 7 Enterprise x64	617	8/18/2016 14:33	LENOVO	20BTS2BL00	AD\menezes	8/7/2015 0:00	8/6/2019 0:00	menezes	Secondary		617
C2QN70NLFKYQ	smbaum	QST-ML-0222	Mac OS X 10.10.5 (x86_64)	614	10/1/2016 15:33	"Apple, Inc."	"MacBookAir6,2"		9/18/2014 0:00	9/17/2015 0:00	morewedg	Shared		614
